"","Site","WY","P_ET_1km","P_ET_5km"
"1570","518CCCACN",2019,1437.15985668919,1452.00013481458
"1571","518FC1350",2019,600.570621724193,676.984839058036
"1572","518YLCAFR",2019,828.216550808396,865.876656262645
"1573","518MCGRRx",2019,1109.67065677122,1129.94645523937
"1574","518CMC383",2019,1494.86267771459,1480.67948475444
"1575","518FALL01",2019,1576.75757047925,1659.97083486526
"1576","518MLC181",2019,1827.43179557421,1877.85179881915
"1577","518SED013",2019,622.299322887671,556.079612022474
"1578","518GEC309",2019,513.012094574831,586.643868785344
"1579","518JSC273",2019,935.752397229458,943.646373281277
"1580","518LCC105",2019,143.032856001478,212.830024217307
"1581","518WS0103",2019,1362.15592014172,1414.02992141195
"1582","518GEC297",2019,731.089833621612,743.470221347388
"1583","518SPC134",2019,252.910658775353,341.156528465328
"1584","509CTC033",2019,796.000634568887,855.433152804795
"1585","504BCCFMR",2019,684.505442635567,712.300625648862
"1586","504BCCSSM",2019,755.851121732385,765.788458968887
"1587","504BCCUF",2019,839.356406895447,903.333422667944
"1588","518PS0093",2019,382.988305737518,509.771697193022
"1589","518SCEBAM",2019,404.390208799608,444.393391996239
"1590","518HGY101",2019,295.831415914433,311.895737829498
"1591","518FCA075",2019,579.149724822395,639.272730441613
"1592","518RCC169",2019,522.687155607096,464.92086384608
"1593","518RCC289",2019,416.969078208472,435.922891252538
"1594","518SPC358",2019,567.437832553695,516.74616291824
"1595","533R5NPSC",2019,364.400429566809,385.924465016028
"1596","532WER222",2019,1038.68058596317,1106.72477042022
"1597","532TGRUPX",2019,861.283383568699,829.0675519503
"1598","526CLC371",2019,587.60195070829,504.542187414016
"1599","SYRCL-VNM",2019,1437.09975348704,1447.59453239532
"1600","517PSC038",2020,366.16282907373,439.863144570433
"1601","517PLC130",2020,128.162852653986,154.579235702764
"1602","517LCCAYB",2020,277.99005650559,214.005200030601
"1603","517STC294",2020,237.77303451185,295.560293397224
"1604","514SSC190",2020,138.147578172338,234.606051500967
"1605","507RCABRS",2020,231.849432934457,205.956249231455
"1606","507DCABSF",2020,39.3466770681968,158.646209460355
"1607","507DCBLLB",2020,233.095323961094,190.460203508098
"1608","507RCBLPF",2020,45.3681895912681,110.362432968564
"1609","507SPISFD",2020,1.59662234054451,143.984018696183
"1610","507BTC269",2020,81.9047226174594,85.1259424448704
"1611","507SPION1",2020,255.209515631061,185.375669738062
"1612","507SHA003",2020,58.111170671001,133.195506625257
"1613","507SHA007",2020,127.211640433604,139.134219042889
"1614","507SHA010",2020,131.634325632347,123.493130130819
"1615","507SHA011",2020,105.514395533819,129.054249223085
"1616","507SHA034",2020,-24.0799086608449,125.603675273109
"1617","507SHA037",2020,31.2451629007957,129.285381903524
"1618","507SHA053",2020,134.560064765379,142.963063113501
"1619","507SHA201",2020,34.8260885590339,104.329210205078
"1620","534SED001",2020,459.800143211587,439.953691143661
"1621","534ARC279",2020,395.424550514135,433.497704058449
"1622","534SPC227",2020,12.1074499338117,26.1200608971394
"1623","534STN075",2020,376.567376228606,463.199099183762
"1624","520BCBHRB",2020,47.7102576175223,67.274439028414
"1625","521BTC303",2020,88.6845367922762,153.076875140265
"1626","521BTCLBC",2020,28.31867949983,44.5702037851144
"1627","521PS0161",2020,-52.8658236654338,21.6311003601461
"1628","532SPC282",2020,155.47683029045,166.627541208704
"1629","532CRM206",2020,38.3406734895539,140.628984055181
"1630","532CPC238",2020,173.744348940761,181.509971442409
"1631","514PCAPC2",2020,412.474525208863,336.161451120113
"1632","518RCNAPC",2020,310.265710916906,289.041846796474
"1633","518CPCRCR",2020,57.1511863215678,95.0167376796417
"1634","518CCCACN",2020,232.326473662175,274.950185214933
"1635","518FC1350",2020,-34.0427046065646,-8.63948593799182
"1636","518YLCAFR",2020,-18.5901013564131,20.1691767047373
"1637","518MCGRRx",2020,58.7196029959662,175.35799263102
"1638","518CMC383",2020,295.421480255116,263.592207511266
"1639","518FALL01",2020,345.042860826875,364.477139976661
"1640","518MLC181",2020,339.170918432515,503.95193692116
"1641","518SED013",2020,-40.7521116562183,-55.5643863472123
"1642","518GEC309",2020,-164.05039429456,-73.1756438062824
"1643","518JSC273",2020,39.0454690234917,49.6218316044425
"1644","518LCC105",2020,-105.004369113561,-32.7189298785105
"1645","518WS0103",2020,239.036153395778,260.109832138679
"1646","518GEC297",2020,-20.9221703424649,0.943927078399497
"1647","518SPC134",2020,-194.936718974127,-130.891786115523
"1648","509CTC033",2020,-34.7226410840473,52.6682408237324
"1649","504BCCFMR",2020,-23.7155571571697,42.6086829923087
"1650","504BCCSSM",2020,-85.7708996172132,-24.3812386062863
"1651","504BCCUF",2020,-21.3844409464448,91.0457127004854
"1652","518PS0093",2020,-250.322115100297,-136.978520250295
"1653","518SCEBAM",2020,-204.377271211208,-154.775024470535
"1654","518HGY101",2020,118.860096946132,74.5111414095819
"1655","518FCA075",2020,-185.539438342314,-55.1511002076037
"1656","518RCC169",2020,14.8064154569664,-44.5692483683928
"1657","518RCC289",2020,124.864859441902,54.7290363889891
"1658","518SPC358",2020,-63.2091712847947,-114.191054363363
"1659","533R5NPSC",2020,59.611795476942,70.9470566154855
"1660","532WER222",2020,369.208762444718,386.518779314099
"1661","532TGRUPX",2020,80.772441981361,77.4618750291786
"1662","526CLC371",2020,57.01143873265,-25.4617663427894
"1663","SYRCL-VNM",2020,554.730303018929,548.681704476562
"1664","517PSC038",2021,307.224778300908,287.125418555777
"1665","517PLC130",2021,-44.0922447783715,14.5472713794115
"1666","517LCCAYB",2021,161.515235466609,104.561042760006
"1667","517STC294",2021,45.8277984011734,105.388621209355
"1668","514SSC190",2021,-4.4005599192443,66.2897100254949
"1669","507RCABRS",2021,154.865765544345,128.010375090696
"1670","507DCABSF",2021,-39.8190963264362,88.4575077026934
"1671","507DCBLLB",2021,151.835340134405,105.603480733734
"1672","507RCBLPF",2021,-46.07736805871,7.09672689319507
"1673","507SPISFD",2021,-86.0766471307891,59.7496917606137
"1674","507BTC269",2021,-0.326808915697143,33.7754435985449
"1675","507SPION1",2021,190.703068847786,122.090005938803
"1676","507SHA003",2021,-17.1718900948827,27.8629676729779
"1677","507SHA007",2021,30.554463695382,23.9435653243883
"1678","507SHA010",2021,34.7690269863515,51.7377727871143
"1679","507SHA011",2021,55.520052268728,39.361489074525
"1680","507SHA034",2021,-108.558659657684,17.1895538625605
"1681","507SHA037",2021,-76.0629715981266,48.6009305581084
"1682","507SHA053",2021,70.4430514167589,80.3788717359229
"1683","507SHA201",2021,-56.8594596054157,-0.868201022315418
"1684","534SED001",2021,326.237837162549,317.58480815208
"1685","534ARC279",2021,291.744918155573,320.563798560929
"1686","534SPC227",2021,-150.960694374553,-131.766315866179
"1687","534STN075",2021,240.440994050951,322.486652194907
"1688","520BCBHRB",2021,97.7965397387738,95.6511102463081
"1689","521BTC303",2021,60.8024797415139,108.217077547356
"1690","521BTCLBC",2021,72.6671484906705,91.4492655420173
"1691","521PS0161",2021,-22.71735917638,52.9417096043718
"1692","532SPC282",2021,46.0025954685152,64.3276776421387
"1693","532CRM206",2021,-54.5868822854683,36.699217536436
"1694","532CPC238",2021,123.207750162368,117.916470103568
"1695","514PCAPC2",2021,293.973806264668,207.771729610374
"1696","518RCNAPC",2021,182.962936539338,142.68591358745
"1697","518CPCRCR",2021,56.123188881567,138.64176401028
"1698","518CCCACN",2021,230.61357213981,228.008141056404
"1699","518FC1350",2021,35.0124436911265,82.6415890673235
"1700","518YLCAFR",2021,36.2386006467107,109.942220296618
"1701","518MCGRRx",2021,377.007216063211,368.150122580557
"1702","518CMC383",2021,216.918978719968,228.844106723214
"1703","518FALL01",2021,247.006903931369,255.772928622048
"1704","518MLC181",2021,321.206716580986,360.687655796862
"1705","518SED013",2021,-37.2213928568322,-4.72917563742351
"1706","518GEC309",2021,-144.581624959998,-52.7327751382063
"1707","518JSC273",2021,-4.41669382299756,-17.1309671509833
"1708","518LCC105",2021,-35.0270244803702,8.40585330241282
"1709","518WS0103",2021,448.639368748323,451.488233294098
"1710","518GEC297",2021,-68.4853265326266,-66.12748138169
"1711","518SPC134",2021,-253.332135896726,-190.929160552334
"1712","509CTC033",2021,-37.6242174263706,10.5408697829915
"1713","504BCCFMR",2021,-20.7011318444066,44.4541141034965
"1714","504BCCSSM",2021,-106.110244540162,-74.8129822628617
"1715","504BCCUF",2021,3.42833423465703,69.71365967589
"1716","518PS0093",2021,-228.360942293278,-156.253624789781
"1717","518SCEBAM",2021,-148.864314623601,-47.323104205124
"1718","518HGY101",2021,46.4374181189566,9.64208523578759
"1719","518FCA075",2021,-186.176412287536,-80.1649228487131
"1720","518RCC169",2021,2.65080162228082,-45.3071534314337
"1721","518RCC289",2021,52.048315409532,5.45532102645194
"1722","518SPC358",2021,-74.4160962407694,-42.8494575973134
"1723","533R5NPSC",2021,27.4326230743953,49.6830246839756
"1724","532WER222",2021,200.759167475626,257.998654212038
"1725","532TGRUPX",2021,-104.690493201333,-70.6325690176458
"1726","526CLC371",2021,51.7096333025113,-18.8216506821618
"1727","SYRCL-VNM",2021,369.201898708572,384.351662077356
"1728","517PSC038",2022,999.816401017291,1037.71978502257
"1729","517PLC130",2022,593.194817773034,611.761978493547
"1730","517LCCAYB",2022,742.030808693883,696.832154259458
"1731","517STC294",2022,757.193619097336,789.383147618045
"1732","514SSC190",2022,512.025200406582,619.250903109461
"1733","507RCABRS",2022,427.687738965082,379.165918645374
"1734","507DCABSF",2022,251.907219917106,349.689662738206
"1735","507DCBLLB",2022,409.01596494201,349.395465358414
"1736","507RCBLPF",2022,175.424495648971,201.846872881663
"1737","507SPISFD",2022,221.558808768435,343.12128117249
"1738","507BTC269",2022,426.373961178904,425.736393855998
"1739","507SPION1",2022,470.844151800738,384.155914006873
"1740","507SHA003",2022,178.51831573212,215.549874329815
"1741","507SHA007",2022,201.789597373507,184.083098569716
"1742","507SHA010",2022,402.970317473557,393.253730663159
"1743","507SHA011",2022,215.035675839305,193.851650329176
"1744","507SHA034",2022,156.952462927886,258.131180440166
"1745","507SHA037",2022,236.929700004711,337.538150906499
"1746","507SHA053",2022,282.968453330725,274.940649903334
"1747","507SHA201",2022,158.453847981478,186.536113363639
"1748","534SED001",2022,630.097724855842,649.879581608365
"1749","534ARC279",2022,609.432368825582,661.915521312907
"1750","534SPC227",2022,124.95816176794,145.336900228798
"1751","534STN075",2022,570.136551681979,645.396481519612
"1752","520BCBHRB",2022,371.546406505892,359.634822699676
"1753","521BTC303",2022,744.37335424051,687.122261625261
"1754","521BTCLBC",2022,360.609218607509,387.648455943455
"1755","521PS0161",2022,449.037510437923,483.514002681708
"1756","532SPC282",2022,673.822515027692,742.635560219016
"1757","532CRM206",2022,482.23997159157,564.34749218966
"1758","532CPC238",2022,865.29530545838,840.077237359343
"1759","514PCAPC2",2022,877.560119608612,805.177032367944
"1760","518RCNAPC",2022,691.287154350532,652.0900114409
"1761","518CPCRCR",2022,605.509138821976,654.674234934492
"1762","518CCCACN",2022,652.630501477485,650.231018904978
"1763","518FC1350",2022,516.972412649485,500.566932815584
"1764","518YLCAFR",2022,587.207384574832,615.956656717495
"1765","518MCGRRx",2022,837.758124501647,789.231871721484
"1766","518CMC383",2022,681.482766990475,660.1056513365
"1767","518FALL01",2022,799.359202093892,824.241786681229
"1768","518MLC181",2022,1101.6743012686,1071.98617076909
"1769","518SED013",2022,354.920381112199,416.936167474222
"1770","518GEC309",2022,332.292769740385,409.163597679216
"1771","518JSC273",2022,581.27450567271,546.568737464396
"1772","518LCC105",2022,233.732870842526,248.74407932306
"1773","518WS0103",2022,914.400904148842,941.068708804136
"1774","518GEC297",2022,381.600040172803,397.984928640695
"1775","518SPC134",2022,22.5793142403409,75.6552878582605
"1776","509CTC033",2022,441.70961329518,406.488844656958
"1777","504BCCFMR",2022,210.533506638026,253.95905222925
"1778","504BCCSSM",2022,207.030474748611,233.281728900042
"1779","504BCCUF",2022,311.872796818062,379.413070299012
"1780","518PS0093",2022,368.231567955714,386.60416966658
"1781","518SCEBAM",2022,451.392961504138,455.860790471445
"1782","518HGY101",2022,243.092693070197,264.226587444599
"1783","518FCA075",2022,195.658979217812,258.785554726924
"1784","518RCC169",2022,349.716599056616,322.245645708687
"1785","518RCC289",2022,253.711410366666,280.48530124735
"1786","518SPC358",2022,255.130369628489,216.680702848374
"1787","533R5NPSC",2022,130.56112843585,160.141417682471
"1788","532WER222",2022,666.929378278286,750.527136921971
"1789","532TGRUPX",2022,288.54957597051,322.495893741162
"1790","526CLC371",2022,252.823542311619,182.234341080692
"1791","SYRCL-VNM",2022,931.356413245575,957.561487441246
"1792","517PSC038",2023,1657.65060219776,1686.62648173698
"1793","517PLC130",2023,1231.57429966907,1263.16746510566
"1794","517LCCAYB",2023,1374.70421405179,1316.87446192509
"1795","517STC294",2023,1395.19385108463,1428.66158921134
"1796","514SSC190",2023,1308.51783313362,1426.71650315077
"1797","507RCABRS",2023,819.972673992504,760.156805426889
"1798","507DCABSF",2023,646.125045669532,732.223993268998
"1799","507DCBLLB",2023,782.840337324646,722.287720286157
"1800","507RCBLPF",2023,533.744918081147,576.73973262815
"1801","507SPISFD",2023,612.584170828809,735.483580216088
"1802","507BTC269",2023,814.316475853741,815.905700898049
"1803","507SPION1",2023,848.9653289017,770.256909287804
"1804","507SHA003",2023,536.477229835911,584.7049454646
"1805","507SHA007",2023,602.094634117688,588.00475887257
"1806","507SHA010",2023,789.833888141223,749.996134335335
"1807","507SHA011",2023,617.149326063636,601.325371171478
"1808","507SHA034",2023,537.726060522753,643.929662927421
"1809","507SHA037",2023,667.289304166102,724.495860146345
"1810","507SHA053",2023,636.910297567792,635.811940328749
"1811","507SHA201",2023,512.274523373269,554.425770605431
"1812","534SED001",2023,1502.21099970449,1554.5294579133
"1813","534ARC279",2023,1492.97585536373,1573.30656343761
"1814","534SPC227",2023,929.631503751255,928.052244091712
"1815","534STN075",2023,1481.98160033977,1613.96666329643
"1816","520BCBHRB",2023,654.446149768409,643.277230039488
"1817","521BTC303",2023,1170.26659348571,1133.1944853365
"1818","521BTCLBC",2023,708.740013546182,742.158237913659
"1819","521PS0161",2023,1062.72393658701,1091.42331373102
"1820","532SPC282",2023,1386.16135379101,1430.82281659209
"1821","532CRM206",2023,1423.41462110282,1483.8054067212
"1822","532CPC238",2023,1665.90350701242,1660.21654148512
"1823","514PCAPC2",2023,1508.81436950228,1389.92922103064
"1824","518RCNAPC",2023,1159.63716242298,1147.3909975785
"1825","518CPCRCR",2023,1048.95456664271,1134.4011250367
"1826","518CCCACN",2023,1132.16059311829,1144.76654531072
"1827","518FC1350",2023,836.220103984751,835.740589909362
"1828","518YLCAFR",2023,1002.46113495714,1029.79711225966
"1829","518MCGRRx",2023,1368.67973850939,1337.68809259887
"1830","518CMC383",2023,1312.51465137896,1297.92135978184
"1831","518FALL01",2023,1438.45173375505,1481.9157945206
"1832","518MLC181",2023,2024.39407179792,2008.58682709121
"1833","518SED013",2023,733.242591701351,795.378726652702
"1834","518GEC309",2023,841.434742454591,945.87994803197
"1835","518JSC273",2023,1132.80494791499,1194.6365975162
"1836","518LCC105",2023,381.478114041719,411.334561118116
"1837","518WS0103",2023,1570.47771104605,1609.93734994891
"1838","518GEC297",2023,900.95895796035,976.300049473665
"1839","518SPC134",2023,293.650548237134,355.244895142263
"1840","509CTC033",2023,878.690345880447,865.709356858212
"1841","504BCCFMR",2023,448.235228781055,492.682160143999
"1842","504BCCSSM",2023,577.647862079013,583.201017930017
"1843","504BCCUF",2023,723.158289154507,778.828876041266
"1844","518PS0093",2023,712.570738558458,730.804869836496
"1845","518SCEBAM",2023,755.605292399519,777.496483342991
"1846","518HGY101",2023,445.39834608427,467.392601725244
"1847","518FCA075",2023,693.933542589552,784.585081723988
"1848","518RCC169",2023,553.602108114829,537.526682231309
"1849","518RCC289",2023,496.68925216732,539.288247791332
"1850","518SPC358",2023,638.698188493882,609.223442762228
"1851","533R5NPSC",2023,619.644218661589,655.615437332107
"1852","532WER222",2023,1563.22639170704,1660.28538900814
"1853","532TGRUPX",2023,941.495992296244,975.567266782685
"1854","526CLC371",2023,572.627751495615,509.843523257515
"1855","SYRCL-VNM",2023,1589.24557138408,1650.29455715946
"1856","517PSC038",2024,860.101316859764,951.179512894931
"1857","517PLC130",2024,431.21033106729,448.892084453758
"1858","517LCCAYB",2024,722.657277135673,643.326993009261
"1859","517STC294",2024,639.321336226373,666.416276400485
"1860","514SSC190",2024,282.22762468546,347.683851940793
"1861","507RCABRS",2024,524.167501610374,486.800860616598
"1862","507DCABSF",2024,397.981366852317,463.146445145087
"1863","507DCBLLB",2024,497.41622657886,448.032896761625
"1864","507RCBLPF",2024,261.428785674,290.976400712552
"1865","507SPISFD",2024,342.290222241844,456.066873205958
"1866","507BTC269",2024,461.537952057298,466.549279307066
"1867","507SPION1",2024,577.14265829676,500.85129311376
"1868","507SHA003",2024,277.97173813721,304.282694714342
"1869","507SHA007",2024,323.983990336443,303.735151665799
"1870","507SHA010",2024,510.453724354652,493.345656731647
"1871","507SHA011",2024,353.904481036097,321.989072120764
"1872","507SHA034",2024,246.396259940205,353.28923723676
"1873","507SHA037",2024,393.686276681414,439.903852342377
"1874","507SHA053",2024,396.343215738497,382.675593296771
"1875","507SHA201",2024,248.274641331297,274.312349845024
"1876","534SED001",2024,515.488563141347,547.391472682263
"1877","534ARC279",2024,498.618921354702,545.626688159399
"1878","534SPC227",2024,155.741475096029,181.764087150195
"1879","534STN075",2024,508.510266373238,592.219834075419
"1880","520BCBHRB",2024,400.493779595838,393.271284093812
"1881","521BTC303",2024,863.202657332478,806.926580654745
"1882","521BTCLBC",2024,443.939465377611,482.119287581397
"1883","521PS0161",2024,621.848961681069,734.59415632679
"1884","532SPC282",2024,405.654363561758,420.950978532289
"1885","532CRM206",2024,217.227845052475,284.8593497437
"1886","532CPC238",2024,525.714061606814,538.032847118938
"1887","514PCAPC2",2024,556.028088685565,484.614982099367
"1888","518RCNAPC",2024,779.895778519274,754.100177530095
"1889","518CPCRCR",2024,553.362573059326,631.652294858701
"1890","518CCCACN",2024,733.349243825723,742.399437795558
"1891","518FC1350",2024,406.091257633314,371.409897893628
"1892","518YLCAFR",2024,530.505776984607,561.115179416356
"1893","518MCGRRx",2024,784.860305332183,761.319385301644
"1894","518CMC383",2024,773.85069496419,748.71084495709
"1895","518FALL01",2024,853.888477118653,910.966598182004
"1896","518MLC181",2024,1224.44018734644,1261.81205620267
"1897","518SED013",2024,333.077939838226,406.42853034404
"1898","518GEC309",2024,294.855582228351,375.253497908966
"1899","518JSC273",2024,448.700632408713,450.194624578061
"1900","518LCC105",2024,52.8793676329009,70.4108945521631
"1901","518WS0103",2024,918.447401828558,948.338236014945
"1902","518GEC297",2024,344.024066327873,358.181813317345
"1903","518SPC134",2024,-139.502729372739,-74.022290087435
"1904","509CTC033",2024,566.026053516749,508.386108266507
"1905","504BCCFMR",2024,259.980231963041,301.903862850401
"1906","504BCCSSM",2024,415.926319353451,419.047668573009
"1907","504BCCUF",2024,527.273135146872,543.198851251644
"1908","518PS0093",2024,278.790206461516,289.469969870872
"1909","518SCEBAM",2024,329.676396303513,349.3938355471
"1910","518HGY101",2024,13.5913571763249,45.7905194549934
"1911","518FCA075",2024,250.171870967991,348.678670698823
"1912","518RCC169",2024,167.04818039658,140.902819227577
"1913","518RCC289",2024,101.551559815904,127.077141500614
"1914","518SPC358",2024,237.053694358671,211.52479787117
"1915","533R5NPSC",2024,166.756213425039,222.542994376993
"1916","532WER222",2024,502.30254226298,577.782749713744
"1917","532TGRUPX",2024,155.926634482055,165.210197556969
"1918","526CLC371",2024,426.654120937321,328.175198680578
"1919","SYRCL-VNM",2024,760.686731974348,764.812460662183
